,Unnamed: 0,post,date,places_names,places,emotions,keywords
93,93,"Гирлянда
Цена: 1250руб.
Арт: 6-05
Арт: 4640695
https://vk.com/wall-173619157_40424",1702684800,"['Арт', 'Арт']","[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0)), Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]","['NEGATIVE', 'NEGATIVE']","[[('гирлянда цена руб', 0.8024), ('цена руб арт', 0.7882), ('руб арт', 0.7588), ('руб арт арт', 0.7449), ('гирлянда цена', 0.7388)], [('гирлянда цена руб', 0.8024), ('цена руб арт', 0.7882), ('руб арт', 0.7588), ('руб арт арт', 0.7449), ('гирлянда цена', 0.7388)]]"
94,94,"Костюм
Цена: 1700руб.
Арт: 27-56
Размеры: 42,44,46,48,50,52
Материал: лапша
Производитель: турция
Арт: 4636237",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEUTRAL'],"[[('цена руб арт', 0.7607), ('руб арт', 0.7571), ('руб арт размеры', 0.7386), ('арт размеры', 0.6938), ('арт размеры материал', 0.6894)]]"
95,95,"Лосины
Цена: 250руб.
Размеры: 152,158,164
Материал: полиамид, хлопок
Тянутся: тянется
Арт: 4640704",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEUTRAL'],"[[('тянутся тянется арт', 0.6909), ('полиамид хлопок тянутся', 0.6768), ('лосины цена руб', 0.6669), ('тянется арт', 0.6601), ('лосины цена', 0.6289)]]"
96,96,"Костюм двойка
Цена: 1269руб.
Арт: 2Г-25
Размеры: 42,44,46,48
Материал: лапша
Арт: 4597472",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEGATIVE'],"[[('материал лапша арт', 0.7475), ('лапша арт', 0.7329), ('руб арт', 0.7308), ('руб арт размеры', 0.7211), ('размеры материал лапша', 0.7083)]]"
97,97,"Костюм
Цена: 8150руб.
Размеры: 42,44,46,48,50,52
Сезон: зима
Арт: 4596991",1702684800,[],[],[],[]
98,98,"Шапка
Цена: 700руб.
Размеры: 10-80 лет
Материал: флис, хлопок",1702684800,[],[],[],[]
99,99,"Блузка
Цена: 850руб.
Размеры: 42,44,46,48,50,52
Материал: прадо",1702684800,[],[],[],[]
100,100,"Костюм
Цена: 1500руб.
Размеры: 50,52,54,56,58,60
Доп. опция: капюшон
Материал: ангора
Размерность: в размер
Арт: 4635943",1702684800,[],[],[],[]
101,101,Original: https://sun9-22.userapi.com/impg/bYrLARz345V4KRHXeX0Wx45CpwBS3A48q-v2rw/khw3eTimx24.jpg?size=720x645&quality=96&sign=7e70273c5f82eb6ec9ec266f2556a3c8&type=album,1702684800,[],[],[],[]
102,102,"Рубашка
Цена: 800руб.
Арт: 2Д-100
Размеры: 128,134,140,146,152
Материал: полиэстер
Арт: 4639303",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEUTRAL'],"[[('руб арт', 0.7824), ('руб арт размеры', 0.7763), ('цена руб арт', 0.7592), ('рубашка цена руб', 0.7525), ('рубашка цена', 0.7266)]]"
103,103,"Гирлянда
Цена: 350руб.
Арт: 4637333",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEUTRAL'],"[[('гирлянда цена руб', 0.924), ('цена руб арт', 0.8935), ('гирлянда цена', 0.8712), ('руб арт', 0.8136), ('цена руб', 0.799)]]"
104,104,Original: https://sun9-75.userapi.com/impg/IlrFWuzhqU5IQOf7Xr_BzFYrPn5VSw9YDtBuRA/AEK2oeeO5KU.jpg?size=675x1200&quality=95&sign=f4c78115b79a40c0eb38a4f51d8a713c&type=album,1702684800,[],[],[],[]
105,105,В моем сердце – маленький праздник! Заслужила сердечко между прочим). Создала тут - https://vk.com/app51748213#newyear,1702684800,[],[],[],[]
106,106,Original: https://sun9-64.userapi.com/impg/3NycF8_Fr2z09IESeFVfowRu9BgNcHjMJIYueg/lFotpfdjbA0.jpg?size=2249x1080&quality=96&sign=a7844aa4c8ca666fbfa66cbb362a7321&type=album,1702684800,[],[],[],[]
107,107,"Цена: 3700руб.
Размеры: 80,86,92,98,104
Материал: мембрана, холлофайбер
Арт: 4618381",1702684800,[],[],[],[]
108,108,"Цена: 650руб.
Размеры: 58,60,62",1702684800,[],[],[],[]
109,109,"Массажер
Цена: 900руб.
Размеры: 175х35см
Доп. опция: ортопедическая спинка
Материал: латекс",1702684800,[],[],[],[]
110,110,"Шапка и хомут
Цена: 1250руб.
Сезон: зима",1702684800,['Цена'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEGATIVE'],"[[('шапка хомут цена', 0.8264), ('хомут цена руб', 0.7836), ('хомут цена', 0.7651), ('шапка хомут', 0.7571), ('руб сезон зима', 0.749)]]"
111,111,"Цена: 3350руб.
Размеры: 50,52,54,56,58,60
Арт: 4640655",1702684800,[],[],[],[]
112,112,"новинки
заколка 100 руб
посредникам 100 руб
  ватсап
тц садовод, корпус б
2 этаж - ряд в - место 92 ил 89
Арт: 4596458",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEGATIVE'],"[[('заколка руб посредникам', 0.8022), ('посредникам руб ватсап', 0.8005), ('новинки заколка руб', 0.7867), ('посредникам руб', 0.7758), ('руб посредникам', 0.7633)]]"
113,113,"Маркер
Цена: 700руб.
Арт: 4612191",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEUTRAL'],"[[('цена руб арт', 0.9195), ('маркер цена руб', 0.9109), ('маркер цена', 0.8589), ('руб арт', 0.8297), ('цена руб', 0.8295)]]"
114,114,"Цена: 2350руб.
Арт: 2Г-25
Размеры: 50,52,54,56
Арт: 4627280",1702684800,"['Арт', 'Арт']","[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0)), Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]","['NEUTRAL', 'NEUTRAL']","[[('цена руб арт', 0.8182), ('руб арт', 0.7979), ('руб арт размеры', 0.7842), ('арт размеры', 0.7638), ('размеры арт', 0.7489)], [('цена руб арт', 0.8182), ('руб арт', 0.7979), ('руб арт размеры', 0.7842), ('арт размеры', 0.7638), ('размеры арт', 0.7489)]]"
115,115,"Полотенце
Цена: 300руб.
Размеры: 35х75см,70х140см
Материал: микрофибра",1702684800,[],[],[],[]
116,116,"Шорты
Цена: 955руб.
Размеры: 48,50,52,54
В упаковке: 4 шт
Материал: хлопок
Размерность: в размер",1702684800,[],[],[],[]
117,117,Original: https://sun9-17.userapi.com/impg/ksC6U_IGDND81gUcKrXGLkQQa-l91oPkuwim9Q/RuAfQeHX4Og.jpg?size=686x720&quality=96&sign=545f754abbf3201900db69110a3bbaa6&type=album,1702684800,[],[],[],[]
118,118,"Штаны
Цена: 1150руб.
Размеры: 46,48,50,52,54,56,58,60
Материал: эластан
Размерность: в размер
Арт: 4636650",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEUTRAL'],"[[('штаны цена руб', 0.7569), ('цена руб размеры', 0.7497), ('руб размеры', 0.7117), ('руб размеры материал', 0.7102), ('размер арт', 0.7088)]]"
119,119,"Костюм двойка
Цена: 1200руб.
Арт: 27-60
Размеры: 50,52,54,56,58,60
Материал: лайт
Арт: 4639408",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEGATIVE'],"[[('руб арт', 0.7677), ('цена руб арт', 0.758), ('руб арт размеры', 0.7546), ('лайт арт', 0.7367), ('материал лайт арт', 0.7288)]]"
120,120,Original: https://sun9-11.userapi.com/impg/W1sWKqKGxMavaclQC68BvZnqaJCAXnhXxmaqWQ/BmBoOWf-wU8.jpg?size=736x981&quality=95&sign=ef3f6112972ee09c9262462a0a4b71fb&type=album,1702684800,[],[],[],[]
121,121,"арт:2-г-35
Цена: 400   
Размер: 7 лет до взрослый
Шапка
 
 
вязаные внутри флис
 
Зима
[club123895059|Выгружено с помощью Парсер.Плюс]",1702684800,[],[],[],[]
122,122,"Платье
Цена: 1200руб.
Арт: Б-2В-11
Размеры: 44,46,48,50,52,54
Материал: велюр, гипюр
Фасон: трапеция
Арт: 4634916",1702684800,['трапеция\nАрт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEGATIVE'],"[[('цена руб арт', 0.7568), ('руб арт', 0.7266), ('платье цена руб', 0.7169), ('руб арт размеры', 0.6935), ('цена руб', 0.6737)]]"
123,123,"Колготки
Цена: 1150руб.
Размеры: 42,46,48,54,56,60,ЕДИНЫЙ
Материал: стрейч
Начес: с начесом
Арт: 4635902",1702684800,[],[],[],[]
124,124,Original: https://sun9-15.userapi.com/impg/iuA-5-OqQhzWdZWEhTVaZdZUwFLu_FVelB_HLA/DrkRE6GYDGw.jpg?size=354x720&quality=96&sign=b299f7c7cabe606451f56e1d56d9aad6&type=album,1702684800,[],[],[],[]
125,125,"Платье
Цена: 1950руб.
Арт: 27-65
Размеры: 46,48,50,52,54,56
Доп. опция: пайетки
Размерность: в размер
Арт: 4631384",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEGATIVE'],"[[('цена руб арт', 0.7519), ('платье цена руб', 0.7444), ('руб арт размеры', 0.7431), ('руб арт', 0.7283), ('размер арт', 0.7127)]]"
126,126,"Угги
Цена: 2100руб.
Размеры: 41,42,43,44,45,46
Размерность: маломер
Сезон: зима
Арт: 4638770",1702684800,[],[],[],[]
127,127,"Спортивный костюм
Цена: 1850руб.
Размеры: 64,66,68,70
Подкладка: флис
Размерность: батал",1702684800,[],[],[],[]
128,128,"Туника
Цена: 2550руб.
Размеры: 42,52,ЕДИНЫЙ
Длина: 85см
Материал: хлопок",1702684800,[],[],[],[]
129,129,"Цена: 4300руб.
Доп. опция: пыльник в комплекте
Материал: эко-кожа
Арт: 4638666",1702684800,[],[],[],[]
130,130,Original: https://sun9-50.userapi.com/impg/0KFpazJZqqycCJqxGovV8oEir6StljKlJfvqww/3rzPMZbZ4MA.jpg?size=720x692&quality=96&sign=5e3bb9a31f1efd4d7a1ebc125d594023&type=album,1702684800,[],[],[],[]
131,131,"Цена: 550руб.
Арт: 4595134",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEUTRAL'],"[[('цена руб арт', 0.9493), ('цена руб', 0.8914), ('руб арт', 0.8342), ('цена', 0.8202), ('арт', 0.7014)]]"
132,132,"Цена 70 руб
арт:8-56
Набор милых детских резинки для волос
Комплект 3шт
За набор",1702684800,[],[],[],[]
133,133,,1702684800,[],[],[],[]
134,134,"Платье
Цена: 1760руб.
Размеры: 68,74,80,86,92,98
Материал: полиэстер, хлопок
Арт: 4637674",1702684800,[],[],[],[]
135,135,"Размеры: 44,46,48,50,52,54
Материал: холлофайбер
Подкладка: флис",1702684800,[],[],[],[]
136,136,"Цена: 1500руб.
Размеры: 22,23,24,25,26,27
Материал: эко-кожа
Арт: 4638971",1702684800,[],[],[],[]
137,137,Original: https://img5tv.cdnvideo.ru/webp/shared/files/202312/1_1871494.jpg,1702684800,[],[],[],[]
138,138,Original: https://sun9-68.userapi.com/impg/TpWx058O2WQiXFRf__SAwTMGqPAzPjx5P7M9zg/H1gdB1A7pak.jpg?size=750x1334&quality=95&sign=e00a39803d8860aa6d534fdfb16538c5&type=album,1702684800,[],[],[],[]
139,139,"Цена: 2850руб.
Размеры: 44,46,48,50,52
Материал: бамбук",1702684800,[],[],[],[]
140,140,"Цена: 1500руб.
Размеры: 54,56,58,60,62,64
Арт: 4636548",1702684800,[],[],[],[]
141,141,"Комбинезон
Цена: 2300руб.
Размеры: 42,44,46,48
Доп. опция: ремень в комплекте",1702684800,[],[],[],[]
142,142,Original: https://sun9-59.userapi.com/impg/aWGc_4FensTSrBMDZ0kZ7OfVM-eUhSYLGrObSw/GoQYo15jS-E.jpg?size=378x720&quality=96&sign=240a9cafeffa92c08130d5f17f4546af&type=album,1702684800,[],[],[],[]
143,143,Original: https://derpicdn.net/img/download/2023/12/14/3260605.png,1702684800,[],[],[],[]
144,144,"Кошелек
Цена: 1250руб.
Арт: 8-64
Материал: кожа",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEUTRAL'],"[[('арт материал кожа', 0.8204), ('кошелек цена руб', 0.8113), ('материал кожа', 0.8008), ('цена руб арт', 0.7922), ('руб арт материал', 0.7848)]]"
145,145,"Духи
Цена: 500руб.",1702684800,[],[],[],[]
146,146,"Пижама
Цена: 1050руб.
Арт: Б-2А-42
Размеры: 42,44,46,48,50,52
Материал: шелк",1702684800,[],[],[],[]
147,147,"цена штучно: 800руб
цена оптом: 800руб (упак. 4шт=3200руб)
пиджак, барби
размеры 42-44-46-48
в размер
цена штучно: 800руб
цена оптом: 800руб (упак. 4шт=3200руб)
пиджак, барби
размеры 42-44-46-48
в размер
Арт: 4602789",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEGATIVE'],"[[('руб упак шт', 0.7116), ('упак шт руб', 0.7084), ('шт руб пиджак', 0.6801), ('цена штучно руб', 0.6704), ('шт руб', 0.6625)]]"
148,148,"Костюм двойка
Цена: 1600руб.
Размеры: 50,52,54,56
Материал: шелк
Низ: платье
Сезон: весна
Арт: 4635745",1702684800,[],[],[],[]
149,149,"Костюм тройка
Цена: 2500руб.
Размеры: 44,46,48,50,52,54
Доп. опция: на подкладке
Подкладка: флис
Арт: 4638901",1702684800,[],[],[],[]
150,150,"Цена: 400руб.
Арт: 4590986",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEUTRAL'],"[[('цена руб арт', 0.9493), ('цена руб', 0.8914), ('руб арт', 0.8342), ('цена', 0.8202), ('арт', 0.7014)]]"
151,151,"Цена: 200руб.
Арт: 4630407",1702684800,['Арт'],"[Location(Новокуйбышевск, Самарская область, (53.09453, 49.9413, 0.0))]",['NEUTRAL'],"[[('цена руб арт', 0.9493), ('цена руб', 0.8914), ('руб арт', 0.8342), ('цена', 0.8202), ('арт', 0.7014)]]"
152,152,"Кофта
Цена: 550руб.
Арт: 2Д-22
Размеры: 128,134,140,146,152
Материал: хлопок",1702684800,[],[],[],[]
