,Unnamed: 0,place,review,date,location,emotions,keywords
131,131,Семь+Я,"Очень широкий выбор косметики и бытовой химии,!!! Особое спасибо продавцам! Всегда внимательны и отзывчивы на помощь!!!",23 октября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('широкий выбор косметики', 0.7909), ('очень широкий выбор', 0.7709), ('очень широкий', 0.7409), ('широкий выбор', 0.7322), ('бытовой химии особое', 0.7255)]]"
132,132,Семь+Я,Норм магазин.,17 сентября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('норм магазин', 0.9824), ('магазин', 0.9072), ('норм', 0.7608)]]"
133,133,Семь+Я,"Уютный магазинчик, нравится",22 мая,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('уютный магазинчик нравится', 0.9895), ('магазинчик нравится', 0.922), ('уютный магазинчик', 0.9034), ('магазинчик', 0.8062), ('уютный', 0.7456)]]"
134,134,Семь+Я,"Хороший магазин. Хороший выбор товара. Не все товары отличного качества, но надо учитывать стоимость) а так можно купить отличный шампунь, гель для душа по приемлемой цене) выбор товара радует)",24 февраля,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('хороший магазин хороший', 0.7822), ('хороший выбор товара', 0.7718), ('магазин хороший', 0.7705), ('магазин хороший выбор', 0.7692), ('хороший магазин', 0.7615)]]"
135,135,Семь+Я,Есть реально импортные средства для ухода за волосами и не только. В других сетевых магазинах данные товары совершенно не представлены,26 ноября 2020,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEGATIVE'],"[[('реально импортные средства', 0.7768), ('импортные средства ухода', 0.7704), ('средства ухода волосами', 0.7503), ('совершенно представлены', 0.7388), ('товары совершенно представлены', 0.7319)]]"
136,136,Московская ярмарка,"Выбор болшой,рекомендую",26 ноября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('выбор болшой рекомендую', 0.9896), ('болшой рекомендую', 0.9147), ('выбор болшой', 0.8897), ('болшой', 0.7799), ('рекомендую', 0.7754)]]"
137,137,Московская ярмарка,"Не очень нравится,всего напихано полно,так забегаю носочки купить иногда.",17 ноября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEGATIVE'],"[[('забегаю носочки купить', 0.8301), ('очень нравится напихано', 0.7986), ('напихано полно забегаю', 0.7921), ('нравится напихано полно', 0.7698), ('носочки купить', 0.7636)]]"
138,138,Московская ярмарка,Мне нравится!,5 ноября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('нравится', 0.8744)]]"
139,139,Московская ярмарка,Здесь есть все от носков до чайников. Что-нибудь найти можно.,30 июля,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEUTRAL'],"[[('носков чайников найти', 0.8386), ('чайников найти', 0.8155), ('носков чайников', 0.802), ('чайников', 0.7494), ('носков', 0.6804)]]"
140,140,Московская ярмарка,Отличный магазин. Большой выбор товаров.,3 декабря 2022,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('большой выбор товаров', 0.8375), ('отличный магазин большой', 0.8305), ('магазин большой выбор', 0.8236), ('отличный магазин', 0.8083), ('магазин большой', 0.7908)]]"
141,141,Галамарт,Самый лучший магазин,23 декабря,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('самый лучший магазин', 1.0), ('лучший магазин', 0.9131), ('самый лучший', 0.873), ('магазин', 0.8129), ('самый', 0.7527)]]"
142,142,Галамарт,Мне нравится сам торговый бренд. Есть много полезных вещей за умеренные деньги. Всем привет,12 декабря,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('нравится торговый бренд', 0.7872), ('деньги всем привет', 0.7615), ('вещей умеренные деньги', 0.756), ('полезных вещей умеренные', 0.7493), ('умеренные деньги всем', 0.7426)]]"
143,143,Галамарт,"Отличный магазин, в много акций и скидок. Персонал вежливый. Выбор товара большой.",26 ноября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('отличный магазин акций', 0.804), ('магазин акций скидок', 0.7989), ('магазин акций', 0.797), ('отличный магазин', 0.742), ('акций скидок персонал', 0.7346)]]"
144,144,Галамарт,"Замечательный магазинчик, всегда можно купить необходимое. ""Крутой"" персонал, с лёгкостью подскажут или найдут нужный товар. Рекомендую. 👍👍👍👍👍👍",26 ноября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('купить необходимое крутой', 0.8262), ('магазинчик купить необходимое', 0.8065), ('необходимое крутой', 0.7983), ('купить необходимое', 0.7881), ('необходимое крутой персонал', 0.756)]]"
145,145,Галамарт,"Хороший магазинчик, нужный,большой ассортимент,хорошие цены",17 ноября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('хорошие цены', 0.8581), ('хороший магазинчик нужный', 0.8467), ('ассортимент хорошие цены', 0.8424), ('хороший магазинчик', 0.8366), ('ассортимент хорошие', 0.7965)]]"
146,146,Галамарт,Удобное расположение.,13 ноября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('удобное расположение', 0.9862), ('расположение', 0.9202), ('удобное', 0.7684)]]"
147,147,Галамарт,Хороший магазин и цены хорошые мне нравится,7 ноября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('хороший магазин цены', 0.9174), ('магазин цены хорошые', 0.9011), ('цены хорошые нравится', 0.8813), ('хороший магазин', 0.8535), ('цены хорошые', 0.841)]]"
148,148,Галамарт,Хороший магазинчик. Всегда выбор большой всякой всячины. Но качество желает лучшего. В принципе брал набор инструментов 1 год назад. Доволен. Пользуюсь постоянно.,4 ноября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEUTRAL'],"[[('хороший магазинчик выбор', 0.7712), ('хороший магазинчик', 0.7385), ('магазинчик выбор большой', 0.7353), ('большой всякой всячины', 0.7196), ('выбор большой всякой', 0.7016)]]"
149,149,Галамарт,"Большой выбор, умеренные цены. Удобное расположение, есть парковка. По соседству аптека, продуктов. магазин.",22 октября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('удобное расположение парковка', 0.8257), ('расположение парковка', 0.8083), ('цены удобное расположение', 0.7802), ('аптека продуктов', 0.7512), ('расположение парковка соседству', 0.7501)]]"
150,150,Галамарт,"Отличный магазинчик, часто пользуюсь его товарами.",18 октября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('магазинчик часто пользуюсь', 0.8664), ('отличный магазинчик часто', 0.8372), ('отличный магазинчик', 0.8144), ('часто пользуюсь товарами', 0.8099), ('магазинчик часто', 0.8044)]]"
151,151,Галамарт,Китайский ширпотреб,15 октября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEGATIVE'],"[[('китайский ширпотреб', 1.0), ('китайский', 0.8639), ('ширпотреб', 0.8446)]]"
152,152,Галамарт,"Хороший магазин, чисто, ценники все на своих местах, персонал вежливый. Постоянно какие то новинки по приемлимым ценам.",29 сентября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('чисто ценники своих', 0.8272), ('ценники своих местах', 0.8267), ('магазин чисто ценники', 0.8064), ('ценники своих', 0.7899), ('новинки приемлимым ценам', 0.7863)]]"
153,153,Галамарт,Огромный выбор хороших товаров по не очень дорогой цене,19 сентября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEUTRAL'],"[[('очень дорогой цене', 0.8452), ('дорогой цене', 0.8208), ('товаров очень дорогой', 0.7799), ('хороших товаров очень', 0.7427), ('выбор хороших товаров', 0.7424)]]"
154,154,Галамарт,"Нормальный магазин,в котором можно что-то присмотреть",24 августа,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEUTRAL'],"[[('магазин котором присмотреть', 0.8883), ('нормальный магазин котором', 0.8805), ('нормальный магазин', 0.8422), ('магазин котором', 0.8322), ('магазин', 0.7698)]]"
155,155,Галамарт,"Товары повседневного спроса. Понятно, китай😀
По мелочи берём Хоз товары. Без них никак. Цены супер👍",1 августа,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEUTRAL'],"[[('товары повседневного спроса', 0.8224), ('повседневного спроса', 0.7938), ('повседневного спроса понятно', 0.7599), ('никак цены супер', 0.7545), ('спроса понятно китай', 0.7491)]]"
156,156,Галамарт,Хороший магазин. Приятный персонал. Всегда подскажут и помогут,25 июля,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('хороший магазин приятный', 0.863), ('хороший магазин', 0.7989), ('персонал подскажут помогут', 0.7977), ('приятный персонал подскажут', 0.7952), ('персонал подскажут', 0.7589)]]"
157,157,Галамарт,Магазин некачественных товаров. Не люблю такие.,17 июля,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEUTRAL'],"[[('магазин некачественных товаров', 0.9005), ('некачественных товаров люблю', 0.8985), ('некачественных товаров', 0.8461), ('товаров люблю такие', 0.7933), ('магазин некачественных', 0.7501)]]"
158,158,Галамарт,"Конечно своеобразный магазин, в смысле не этот конкретно, а именно Галамарт, а именно этот довольно большой по площади, хорошие широкие проходы, товар много лет лежит на одном и том же месте, так что если нужно что то конкретное, то смело идешь к нужной полке. Конечно это плюс. Скидки пенсионерам.",8 июля,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEUTRAL'],"[[('площади хорошие широкие', 0.4581), ('нужно конкретное смело', 0.4377), ('конкретное смело идешь', 0.4337), ('магазин смысле конкретно', 0.4326), ('плюс скидки пенсионерам', 0.4313)]]"
159,159,Галамарт,"👍 отличный ассортимент товаров по разумным ценам. Качество очень хорошее, радует скидками, акциями. Персонал внимательный, профессионалы своего дела. Рекомендую всем.",29 июня,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('отличный ассортимент товаров', 0.793), ('разумным ценам качество', 0.7914), ('ассортимент товаров', 0.7369), ('ценам качество', 0.7318), ('ассортимент товаров разумным', 0.7318)]]"
160,160,Галамарт,Нормальный магазин.,28 июня,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('нормальный магазин', 0.9773), ('магазин', 0.8886), ('нормальный', 0.8665)]]"
161,161,Галамарт,Скидки акции выбор,7 июня,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEUTRAL'],"[[('скидки акции выбор', 1.0), ('скидки акции', 0.9311), ('акции выбор', 0.899), ('акции', 0.8103), ('скидки', 0.7991)]]"
162,162,Галамарт,"Большой, разнообразный выбор товаров на любой вкус. Качество иногда подводит, но в целом за такие средства нормально. Радует выбор товара.",5 июня,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('радует выбор товара', 0.7411), ('разнообразный выбор товаров', 0.74), ('большой разнообразный выбор', 0.7247), ('подводит целом такие', 0.7244), ('целом такие средства', 0.7172)]]"
163,163,Галамарт,Хороший магазин цены адекватные хороший выбор,31 мая,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('цены адекватные хороший', 0.9281), ('хороший магазин цены', 0.9266), ('адекватные хороший выбор', 0.8549), ('хороший выбор', 0.8284), ('адекватные хороший', 0.8188)]]"
164,164,Галамарт,"Удобный, не дорогой магазин. Нравятся периодические скидки и акции. Немного не хватает информации о товарах.",26 мая,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEUTRAL'],"[[('скидки акции немного', 0.7815), ('акции немного', 0.7617), ('акции немного хватает', 0.7528), ('немного хватает информации', 0.7452), ('хватает информации товарах', 0.7363)]]"
165,165,Галамарт,Много нужных мелочей. Уютный магазинчик.,22 мая,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('мелочей уютный магазинчик', 0.8987), ('нужных мелочей', 0.869), ('уютный магазинчик', 0.8613), ('нужных мелочей уютный', 0.8496), ('магазинчик', 0.8283)]]"
166,166,Галамарт,"Отличный магазин, рекомендую",10 мая,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('отличный магазин рекомендую', 0.9884), ('магазин рекомендую', 0.9097), ('отличный магазин', 0.8769), ('магазин', 0.7834), ('рекомендую', 0.7693)]]"
167,167,Галамарт,Очень хороший магазин.,20 апреля,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('очень хороший магазин', 0.9835), ('хороший магазин', 0.9395), ('очень хороший', 0.8923), ('хороший', 0.8015), ('магазин', 0.7785)]]"
168,168,Галамарт,Хороший магазин,20 апреля,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('хороший магазин', 1.0), ('хороший', 0.8575), ('магазин', 0.8003)]]"
169,169,Галамарт,Годится,19 марта,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('годится', 1.0)]]"
170,170,Галамарт,"Хороший магазин. Можно купить неплохой товар за небольшие деньги. Единственно что, так это очень жарко в магазине, но это уже к собственнику здания",5 марта,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('хороший магазин купить', 0.8099), ('хороший магазин', 0.7679), ('магазин купить', 0.7229), ('магазин купить неплохой', 0.7169), ('неплохой товар небольшие', 0.7096)]]"
171,171,Галамарт,Хороший магазин с адекватными ценами.,29 декабря 2022,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('хороший магазин адекватными', 0.891), ('магазин адекватными ценами', 0.8791), ('адекватными ценами', 0.8424), ('хороший магазин', 0.838), ('магазин адекватными', 0.7668)]]"
172,172,Красное&Белое,"Плюсы есть всё необходимое для токого рода магазина, минус что в подвале, зимой не совсем комфортно, а так цены приемлимые.",21 декабря,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('комфортно цены приемлимые', 0.7862), ('зимой комфортно цены', 0.7757), ('подвале зимой комфортно', 0.7614), ('плюсы всё необходимое', 0.7591), ('комфортно цены', 0.746)]]"
173,173,Красное&Белое,"Лучшее К&Б персонал вежливый, всегда подскажут и помогут найти вам товар который вам нужен или же подобрать аналог товара который вам необходим так же в этом красном и белом всегда свежий товар на полках и цена соответствует тем или иным товарам",14 декабря,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('товара который необходим', 0.6268), ('который необходим красном', 0.6148), ('персонал вежливый подскажут', 0.6043), ('товар который нужен', 0.6006), ('красном белом свежий', 0.6002)]]"
174,174,Красное&Белое,"Ассортимент хороший, но очень мало места! Тесно в магазине.",5 ноября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEUTRAL'],"[[('хороший очень мало', 0.825), ('ассортимент хороший', 0.8197), ('ассортимент хороший очень', 0.7954), ('очень мало места', 0.7813), ('мало места тесно', 0.7748)]]"
175,175,Красное&Белое,"Хороший магазин, приветливый персонал. Единственный минус это теснота помещения.",26 сентября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('хороший магазин приветливый', 0.8642), ('хороший магазин', 0.7931), ('персонал единственный минус', 0.7587), ('это теснота помещения', 0.7466), ('теснота помещения', 0.7463)]]"
176,176,Красное&Белое,Шикарная сеть! Как мы раньше жили без неё 😀😀😀,22 сентября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('шикарная сеть раньше', 0.8497), ('раньше жили неё', 0.8384), ('сеть раньше жили', 0.8012), ('шикарная сеть', 0.7913), ('раньше жили', 0.7876)]]"
177,177,Красное&Белое,"Все К.Б маленькие, завалены не пройти",20 июля,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEGATIVE'],"[[('маленькие завалены пройти', 0.8637), ('маленькие завалены', 0.7995), ('завалены пройти', 0.7978), ('завалены', 0.7342), ('маленькие', 0.7027)]]"
178,178,Красное&Белое,ну пойдет,18 июня,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEUTRAL'],"[[('пойдет', 0.8915)]]"
179,179,Красное&Белое,good,1 июня,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('good', 1.0)]]"
180,180,Красное&Белое,"Только из за того что мало места,не развернуться не пройти.",28 мая,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEUTRAL'],"[[('места развернуться пройти', 0.8307), ('мало места развернуться', 0.8113), ('места развернуться', 0.7542), ('развернуться пройти', 0.7475), ('мало места', 0.7005)]]"
181,181,Красное&Белое,Магазин норм. Но спуск в магазин-это Жесть,25 апреля,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEGATIVE'],"[[('магазин это жесть', 0.8774), ('спуск магазин это', 0.8717), ('норм спуск магазин', 0.8558), ('магазин норм спуск', 0.8556), ('магазин это', 0.8427)]]"
182,182,Красное&Белое,Хороший магазин,30 марта,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('хороший магазин', 1.0), ('хороший', 0.8575), ('магазин', 0.8003)]]"
183,183,Красное&Белое,Один из лучших небольших магазинов,25 марта,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEUTRAL'],"[[('лучших небольших магазинов', 0.9407), ('небольших магазинов', 0.8971), ('магазинов', 0.7757), ('лучших небольших', 0.767), ('небольших', 0.7508)]]"
184,184,Красное&Белое,"У всех торговых точек этой сети один недостаток: маленькое помещение, теснота.",14 марта,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['NEUTRAL'],"[[('недостаток маленькое помещение', 0.8397), ('маленькое помещение теснота', 0.8369), ('помещение теснота', 0.788), ('маленькое помещение', 0.7638), ('сети недостаток маленькое', 0.7592)]]"
185,185,Красное&Белое,"Очень удобное расположение.Товары 
любимые, хорошие.",12 марта,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('расположение товары любимые', 0.8515), ('удобное расположение товары', 0.845), ('очень удобное расположение', 0.8321), ('удобное расположение', 0.8175), ('товары любимые хорошие', 0.8164)]]"
186,186,Красное&Белое,"Хороший магазин, неплохой ассортимент товаров, всегда внимательный персонал. Но очень маленькое помещение. Чуть больше народа- в магазине не повернуться.",5 марта,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('хороший магазин', 0.7551), ('народа магазине повернуться', 0.7477), ('хороший магазин неплохой', 0.7241), ('магазине повернуться', 0.7233), ('помещение народа магазине', 0.7112)]]"
187,187,Красное&Белое,"Маленький магазинчик, персонал приветливый",13 ноября 2022,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('маленький магазинчик персонал', 0.9489), ('маленький магазинчик', 0.8969), ('магазинчик персонал приветливый', 0.8726), ('магазинчик персонал', 0.8106), ('магазинчик', 0.8055)]]"
188,188,Ермолино,Вкусно как дома! Поварам спасибо!,19 сентября,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('дома поварам спасибо', 0.8732), ('вкусно дома поварам', 0.857), ('поварам спасибо', 0.8262), ('вкусно дома', 0.8083), ('дома поварам', 0.7638)]]"
189,189,Ермолино,"Очень вкусная продукция, частенько здесь берем пельмени. Так же можно всегда приехать вкусно пообедать",24 августа,"POLYGON ((49.9630078 53.0966028, 49.9632881 53.0968778, 49.9632197 53.096903, 49.963286 53.096968, 49.9628539 53.0971269, 49.9625071 53.0967868, 49.9630078 53.0966028))",['POSITIVE'],"[[('продукция частенько берем', 0.796), ('вкусная продукция частенько', 0.7835), ('приехать вкусно пообедать', 0.7784), ('частенько берем пельмени', 0.7678), ('очень вкусная продукция', 0.7582)]]"
