,post,group_name,date
99,"Требуется: Водитель-экспедитор 
 
Требования: 
- Водительский стаж от 1 года, категория В. 
- Ответственность, исполнительность, вежливость. 
- Умение работать с сопроводительной документацией. 
 
Условия: 
 
- Доставка бутилированной воды 19 литров; 
- ЗП сдельная (два раза в месяц); 
- Работа на автомобиле работодателя. 
- Испытательный срок 1 месяц. 
- График 2/2, с 08-00 до 20-00 
- Зарплата сдельная от 45 000 руб. 
 
(два раза в месяц); 
 
Все вопросы и запись на собеседование по телефону: +7 (987) 912-91-94",jobnovokuybyshevsk,1709644800
100,,jobnovokuybyshevsk,1709645400
101,"❗❗❗ООО ""РЕМЭКС"" ❗❗❗
❗На постоянную работу требуются сотрудники на должность:
🔹Токарь, фрезеровщик.
🕘График работы 5/2 (сб, вс выходной).
💰Зп: 60 000р - 62 000р​ (сверх урочные оплачиваются дополнительно).​ ​
📌Находимся по адресу: Новокуйбышевск​ Энергетиков ст.5 (ТЭЦ-2).
📞Звонить по телефону:​ 8 927 607 33 63",jobnovokuybyshevsk,1709647200
102,"Hа постоянную рабoту в пункт выдачи зaказoв Wildberries срочно трeбуетcя сотрудник!!! 
Требования: внимательность, ответственность, умение общаться с клиентами. 
Обязанности: приём товара, выдача заказов клиентам, оформление возвратов, поддержание пвз в чистоте. 
График : 2/2 
с 10 до 21 
Вопросы по тел. +79277547996",jobnovokuybyshevsk,1709649000
103,"В строительную организацию требуются маляры пескоструйщики. График 5/2,з.п. сдельная-достойная. По всем вопросам обращаться по телефону 89871696025",jobnovokuybyshevsk,1709695800
104,"Новокуйбышевск 
В продуктовый магазин Кирова 11 требуется продавец-кассир, график 2/2 с 9:00-21:00, официальное трудоустройство, зп 37000(2500 смена) 
Вопросы по тлф 89379933390",jobnovokuybyshevsk,1709697600
105,"В подрядную организацию ООО ""Рассвет"" требуется тракторист на Бобкат 
График работы 5/2, два графика с 06.00 до 14.00, с 08.00 до 17.00. 
Зарплата от 45 000т. руб. до 50 000т.руб. 
 
т.8-996-341-78-00 
т. 8-927-344-44-03 
т. 8-927-658-45-28",jobnovokuybyshevsk,1709699400
106,"В подрядную организацию ООО РЕМЭКС требуется слесарь по ремонту газотурбинного оборудования зарплата по 6 разряду 62000 на руки, вредность вторая сетка, СИЗы, также требуется изолировщик ,опыт работы с матами и металлом для изготовления кожуха ЗП 65000 на руки подробнее по тел +7927719-08-41 Андрей Анатольевич",jobnovokuybyshevsk,1709701201
107,"Требуется водитель на газель. 
График работы 5/2. 
Зарплата 42 500т. руб. 
 
т.8-996-341-78-00 
т. 8-927-344-44-03 
т. 8-927-658-45-28",jobnovokuybyshevsk,1709703001
108,"В связи с расширением штата, в Автосервис с большим автомобильным трафиком требуется Автомеханик: 
- Стабильная заработная плата. 
- Новые, теплые боксы. 
- Новейшее оборудование. 
- Дружный коллектив. 
- Официальное трудоустройство. 
- Скидки в компании. 
- Выдача униформы. 
 
Подробная информация на собеседовании! 
📱 Тел. 8-937-659-35-35",jobnovokuybyshevsk,1709704800
109,"🔴🟡🟢🔵
В магазин Детский Мир требуется: 
🔴🟡🟢🔵

-Старший менеджер по товару (на склад, находящ. в магазине. Тепло, уютно) на приём товара. Работа в программе SAP 
График 5/2 с 9:00 до 18:00. (обед в комнате отдыха со всеми условиями) 
Выходные: воскресенье/понедельник
З/п от 41000 руб
Трудоустройство официальное 

Обращаться в магазин ТЦ Сити Парк 3 этаж. 
С 10:00 до 22:00

Или по тел: 8-927-603-13-13 Наталья",jobnovokuybyshevsk,1709710200
110,"Пекарня ""Карамель"" приглашает
ПРОДАВЦА- КАССИРА
график 3/3 зпл 30-40 т.р.
ПОМОЩНИКА ПЕКАРЯ
график 3/3 зпл 30 т.р
89397087091",jobnovokuybyshevsk,1709712000
111,"❗На постоянную работу требуются сотрудники на должность: 
🔹Менеджер по работе с клиентами 
🕘График работы 5/2 (сб, вс выходной)
💰Зп: оклад+бонусная часть (в среднем 35000р)
Опыт работы не требуется. Предоставляется обучение 2-3 дня (обучение оплачивается)
📌Находимся по адресу: ул. Дзержинского, 13
✏Все подробности в ЛС 
📞Или по телефону: 8 901 942 19 04 (звонить в будни с 09:00 до 18:00)",jobnovokuybyshevsk,1709713800
112,"LikeSpa (на территории комплекса ""Волжские термы"") приглашает на вакансию Администратор SPA Центра. 
 
Обязанности: 
-Приглашение на услуги SPA салона гостей комплекса ""Волжские термы"" (активные продажи на территории комплекса). 
-Осуществление коммуникаций с гостями. 
-Запись клиентов на услуги SPA салона: массажи, фишпилинг, массажное кресло, др. 
-Уход за рыбками в аквариумах (обучаем всему, несложно, есть четкие инструкции). 
-Контроль чистоты помещений (сигналы клинерам и другим сотрудникам). 
-Заказ и приемка расходников. 
-Прием и проведение оплаты за услуги. 
 
Требования: 
-Клиентоориентированность 
-Коммуникабельность. -Аккуратность. -Доброжелательность. 
-Работа на результат. 
-Ответственность. 
-Честность. 
-Желание делать продажи, отсутствие страха коммуникаций. 
- Желание учиться и развиваться. 
 
Условия: 
-Работа на территории спа-комплекса Волжские термы. (Адрес: г. Новокуйбышевск, ул. Суворова, д. 2) 
-Высокий проходной поток людей. 
-Возможность обучиться навыкам продаж, увеличению уровня навыков коммуникаций и многому другому (развиваться). 
-Сменный график (4\2 по 8 часов). 
-Оплата: выход в смену + процент с выручки. 
-Уровень дохода 30000 - 50 000 рублей. 
-Красивое и удобное место работы. 
-Комфортная форма из качественных материалов (футболка + шорты). 
-Скидка сотрудника 50% на услуги SPA Салона!. 
-Бесплатное посещение центра ""Волжские термы"" для сотрудника SPA салона и его семьи до трёх раз в месяц. 
-Оформление по ТК РФ. 
-Белая зарплата. 
 
Контакты: 
89170165557 
( Viber, WhatsApp, TG @LikaSmr ) 
Анжелика, 
менеджер по подбору персонала.",jobnovokuybyshevsk,1709715600
113,"Требуется менеджер-консультант в мастерской по изготовлению памятников из камня в г. Новокуйбышевск по ул . Ворошилова 28 
Требования: женщина от 40 лет, коммуникабельность, вежливость, грамотная речь , умение общаться с клиентами 
Обязанности: консультирование клиентов, оформление документов, расчет. 
Зарплата: 20.000 + процент от продаж 
Тел:+7 927 722-18-82 Руслан. 
Все вопросы по телефону.",jobnovokuybyshevsk,1709717400
115,"Производственное объединение ""Проминдустрия"" приглашает на работу сотрудника по специальности: Грузчик-комплектовщик"".
Чтобы связаться с нами звоните по телефону 8 927 021 97 42
или пишите на почту chindinaam@po-promin.ru с понедельника по пятницу с 8.00 до 16.00",jobnovokuybyshevsk,1709719200
116,"Требуются уборщицы для уборки помещений, график работы 5/2 не полный рабочий день, 19 500т руб. т.8-927-008-20-38 т. 8-996-732-28-47",jobnovokuybyshevsk,1709721000
117,"На автомойку требуется мойщики с опытом работы, 35% от машины. По адресу победа 40в. Звонить по телефону 89270093897",jobnovokuybyshevsk,1709722800
118,"Требуется оператор на мини- садовую самоходную косилку. 
График работы 5/2, с 08.00 до 17.00. 
Зарплата от 45 000т. руб. до 50 000т.руб. 
 
т.8-996-341-78-00 
т. 8-927-344-44-03 
т. 8-927-658-45-28",jobnovokuybyshevsk,1709724600
119,"Открыты вакансии в Бар Gellert: 
 
Бармен 
Барбек (Повар) 
 
Мы предлагаем: 
- стабильную заработную плату 
- гибкий график 
- возможность работать по 6 часов для учащихся 
- дружный коллектив 
- комфортные условия работы 
 
Мы ждём от тебя: 
- наличие сан. книжки или готовность её оформить 
- желание работать и зарабатывать, развиваться в нашей компании, повышать свой профессионализм 
 
Опыт работы не обязателен, но приветствуется. Оплачиваемое обучение в дружном коллективе. 
 
📞 Телефон для связи: +7(939) 870 8236 Артём 
 
Мы ждём именно тебя!",jobnovokuybyshevsk,1709726400
120,"Требуется активный и ответственный мангальщик-горячник. Чистоплотный с желанием и умением работать в команде! 
Обязанности:
- приготовление заготовок; 
- приготовление горячих блюд и блюд на мангале;
- поддержание рабочего места в чистоте. 
2300 рублей/ смена 
График 2/2 3/3 5/2
С 10:00 до 23:00
Остались вопросы ? Звони!
Телефон : 7(927)768-92-12 Елена",jobnovokuybyshevsk,1709728738
121,"Требуется: Водитель-экспедитор 
 
Требования: 
- Водительский стаж от 1 года, категория В. 
- Ответственность, исполнительность, вежливость. 
- Умение работать с сопроводительной документацией. 
 
Условия: 
 
- Доставка бутилированной воды 19 литров; 
- ЗП сдельная (два раза в месяц); 
- Работа на автомобиле работодателя. 
- Испытательный срок 1 месяц. 
- График 2/2, с 08-00 до 20-00 
- Зарплата сдельная от 45 000 руб. 
 
(два раза в месяц); 
 
Все вопросы и запись на собеседование по телефону: +7 (987) 912-91-94",jobnovokuybyshevsk,1709731800
122,"Требуется менеджер в пункт выдачи ОЗОН
Опыт работы приветствуется, но если отсутствует всему научим
Обязанности :
-Приём и выдача заказов клиентам
-Поддержание чистоты в ПВЗ
Требования:
- 18+
-Активность
-Внимательность
-Коммуникабельность
-Стрессоустойчивость
Условия:
График работы 2/2 с 9:00 до 21:00
Выплата зп 2 раза в месяц (1300р/смена)
По всем вопросам звоните +79171474112 Максим",jobnovokuybyshevsk,1709733600
123,"Hа постоянную рабoту в пункт выдачи зaказoв Wildberries срочно трeбуетcя сотрудник!!! 
Требования: внимательность, ответственность, умение общаться с клиентами. 
Обязанности: приём товара, выдача заказов клиентам, оформление возвратов, поддержание пвз в чистоте. 
График : 2/2 
с 10 до 21 
Вопросы по тел. +79277547996",jobnovokuybyshevsk,1709735400
124,,jobnovokuybyshevsk,1709740800
125,"Требуется дворник на уборку придомовой территории в ТСЖ в Новокуйбышевске, ул.Свердлова д.17 
-в зимний период уборка снега от подъездов и тротуаров 
- в летний период подметать территорию от мусора 
работа каждый день около одного часа в день. по своему усмотрению Условия работы: 
зарплата 15000 рублей в месяц 
 
89963410016",jobnovokuybyshevsk,1709744400
126,"В строительную организацию требуются маляры пескоструйщики. График 5/2,з.п. сдельная-достойная. По всем вопросам обращаться по телефону 89871696025",jobnovokuybyshevsk,1709778600
127,"В подрядную организацию ООО ""Рассвет"" требуется тракторист на Бобкат 
График работы 5/2, два графика с 06.00 до 14.00, с 08.00 до 17.00. 
Зарплата от 45 000т. руб. до 50 000т.руб. 
 
т.8-996-341-78-00 
т. 8-927-344-44-03 
т. 8-927-658-45-28",jobnovokuybyshevsk,1709785800
128,"Строительной организации срочно : 
-МАСТЕР общестроительных работ 

-РАБОЧИЕ: разнорабочие, рабочие сроительных специальностей
 
Зп строго 2 раза в месяц, трудоустройство, сиз, доставка из Новокуйбышевска, проживание иногородним,командировочные.
Зп разнорабочих от 3000 р/д возможность повышения после первого месяца работы и выполняемой работы.
Зп мастера определятся при собеседовании ,от 80 т.р. 
Повышение по результатам работы.
Стабильная работа и зарплата круглый год!

Индивидуально обсуждается сдельная оплата труда.

 Работа на объектах Транснефть в Новокуйбышевске и Роснефть НкНПЗ 
 +7927 6086777
 
#работа #работановокуйбышевск #работасамара #работачапаевск #зарплата #разнорабочие #мастер #электромонтаж #выгодно",jobnovokuybyshevsk,1709787600
129,"Требуется водитель на газель. 
График работы 5/2. 
Зарплата 42 500т. руб. 
 
т.8-996-341-78-00 
т. 8-927-344-44-03 
т. 8-927-658-45-28",jobnovokuybyshevsk,1709789400
130,"В связи с расширением штата, в Автосервис с большим автомобильным трафиком требуется Автомеханик: 
- Стабильная заработная плата. 
- Новые, теплые боксы. 
- Новейшее оборудование. 
- Дружный коллектив. 
- Официальное трудоустройство. 
- Скидки в компании. 
- Выдача униформы. 
 
Подробная информация на собеседовании! 
📱 Тел. 8-937-659-35-35",jobnovokuybyshevsk,1709791200
131,"В пекарню ""Воскресенская"" требуется: 

Помощник Пекаря.
График:2/2, 3/3, с 18.00 - до 08.00
Оплата - 2000 рублей-выход
 
Телефон для справок: 
8 987 986 85 30",jobnovokuybyshevsk,1709793000
132,"🔴🟡🟢🔵
В магазин Детский Мир требуется: 
🔴🟡🟢🔵

-Старший менеджер по товару (на склад, находящ. в магазине. Тепло, уютно) на приём товара. Работа в программе SAP 
График 5/2 с 9:00 до 18:00. (обед в комнате отдыха со всеми условиями) 
Выходные: воскресенье/понедельник
З/п от 41000 руб
Трудоустройство официальное 

Обращаться в магазин ТЦ Сити Парк 3 этаж. 
С 10:00 до 22:00

Или по тел: 8-927-603-13-13 Наталья",jobnovokuybyshevsk,1709796600
133,"Пекарня ""Карамель"" приглашает
ПРОДАВЦА- КАССИРА
график 3/3 зпл 30-40 т.р.
ПОМОЩНИКА ПЕКАРЯ
график 3/3 зпл 30 т.р
89397087091",jobnovokuybyshevsk,1709798400
134,"LikeSpa (на территории комплекса ""Волжские термы"") приглашает на вакансию Администратор SPA Центра. 
 
Обязанности: 
-Приглашение на услуги SPA салона гостей комплекса ""Волжские термы"" (активные продажи на территории комплекса). 
-Осуществление коммуникаций с гостями. 
-Запись клиентов на услуги SPA салона: массажи, фишпилинг, массажное кресло, др. 
-Уход за рыбками в аквариумах (обучаем всему, несложно, есть четкие инструкции). 
-Контроль чистоты помещений (сигналы клинерам и другим сотрудникам). 
-Заказ и приемка расходников. 
-Прием и проведение оплаты за услуги. 
 
Требования: 
-Клиентоориентированность 
-Коммуникабельность. -Аккуратность. -Доброжелательность. 
-Работа на результат. 
-Ответственность. 
-Честность. 
-Желание делать продажи, отсутствие страха коммуникаций. 
- Желание учиться и развиваться. 
 
Условия: 
-Работа на территории спа-комплекса Волжские термы. (Адрес: г. Новокуйбышевск, ул. Суворова, д. 2) 
-Высокий проходной поток людей. 
-Возможность обучиться навыкам продаж, увеличению уровня навыков коммуникаций и многому другому (развиваться). 
-Сменный график (4\2 по 8 часов). 
-Оплата: выход в смену + процент с выручки. 
-Уровень дохода 30000 - 50 000 рублей. 
-Красивое и удобное место работы. 
-Комфортная форма из качественных материалов (футболка + шорты). 
-Скидка сотрудника 50% на услуги SPA Салона!. 
-Бесплатное посещение центра ""Волжские термы"" для сотрудника SPA салона и его семьи до трёх раз в месяц. 
-Оформление по ТК РФ. 
-Белая зарплата. 
 
Контакты: 
89170165557 
( Viber, WhatsApp, TG @LikaSmr ) 
Анжелика, 
менеджер по подбору персонала.",jobnovokuybyshevsk,1709802000
135,"❗ОТКРЫТА ВАКАНСИЯ❗ 
 
ООО «Премиум» приглашает на работу 
в пгт Усть-Кинельский (Самарская обл) 
 
• ГЛАВНОГО ЭНЕРГЕТИКА 
 
📍 Требования: 
• опыт работы в подобной должности 
• умение читать ЛСР 
• знание компьютерных программ AutoCad, ABBY, FineReader, PDF-XChange Editor и др. 
 
📍 Условия: 
• график — 5/2 
• з/п обсуждается на собеседовании 
• предоставление жилья обсуждается на собеседовании 
• официальное трудоустройство, соцпакет 
• регулярная индексация з/п 
• командировки на объекты строительства 
• корпоративная мобильная связь 
• оказание материальной помощи (к рождению ребенка, юбилейным датам и проч.) 
 
☎: +7(927)200-36-77 — София",jobnovokuybyshevsk,1709732234
136,"Требуется менеджер-консультант в мастерской по изготовлению памятников из камня в г. Новокуйбышевск по ул . Ворошилова 28 
Требования: женщина от 40 лет, коммуникабельность, вежливость, грамотная речь , умение общаться с клиентами 
Обязанности: консультирование клиентов, оформление документов, расчет. 
Зарплата: 20.000 + процент от продаж 
Тел:+7 927 722-18-82 Руслан. 
Все вопросы по телефону.",jobnovokuybyshevsk,1709803800
137,"Производственное объединение ""Проминдустрия"" приглашает на работу сотрудника по специальности: ""Слесарь КИПиА"".
Чтобы связаться с нами звоните по телефону 8 927 021 97 42
или пишите на почту chindinaam@po-promin.ru с понедельника по пятницу с 8.00 до 16.00",jobnovokuybyshevsk,1709805600
138,"Требуются уборщицы для уборки помещений, график работы 5/2 не полный рабочий день, 19 500т руб. т.8-927-008-20-38 т. 8-996-732-28-47",jobnovokuybyshevsk,1709807400
139,"Открыта вакансия: ""Специалист по приёму и выдаче заказов"" в ПВЗ Яндекс.Маркет. 
Требования: коммуникабельность, клиентоориентированность, базовые навыки владения ПК.
Обязанности: выдача заказов клиентам, приём возвратов от клиента, приём заказов от курьера и размещение их на складе, передача возвратов курьеру.
Условия: график работы 2/2 с 9.00-21:00.
Писать в личные сообщения либо звонить по номеру +79093297320.",jobnovokuybyshevsk,1709809200
140,"Требуется активный и ответственный мангальщик-горячник. Чистоплотный с желанием и умением работать в команде! 
Обязанности:
- приготовление заготовок; 
- приготовление горячих блюд и блюд на мангале;
- поддержание рабочего места в чистоте. 
2300 рублей/ смена 
График 2/2 3/3 5/2
С 10:00 до 23:00
Остались вопросы ? Звони!
Телефон : 7(927)768-92-12 Елена",jobnovokuybyshevsk,1709810420
141,"Требуется оператор на мини- садовую самоходную косилку. 
График работы 5/2, с 08.00 до 17.00. 
Зарплата от 45 000т. руб. до 50 000т.руб. 
 
т.8-996-341-78-00 
т. 8-927-344-44-03 
т. 8-927-658-45-28",jobnovokuybyshevsk,1709811000
143,"Открыты вакансии в Бар Gellert: 
 
Бармен 
Барбек (Повар) 
 
Мы предлагаем: 
- стабильную заработную плату 
- гибкий график 
- возможность работать по 6 часов для учащихся 
- дружный коллектив 
- комфортные условия работы 
 
Мы ждём от тебя: 
- наличие сан. книжки или готовность её оформить 
- желание работать и зарабатывать, развиваться в нашей компании, повышать свой профессионализм 
 
Опыт работы не обязателен, но приветствуется. Оплачиваемое обучение в дружном коллективе. 
 
📞 Телефон для связи: +7(939) 870 8236 Артём 
 
Мы ждём именно тебя!",jobnovokuybyshevsk,1709812800
144,"💁🏻‍♀ Крупная сеть розничных магазинов приглашает на работу сотрудников! 
 
Актуальные вакансии 👇🏻 
✔ АДМИНИСТРАТОР; 
✔ ПРОДАВЕЦ - КОНСУЛЬТАНТ. 
 
❤ Любить работу легко, когда есть: 
✔ Обучение, 
✔ Достойная заработная плата, 
✔ Официальное трудоустройство, 
✔ Сменный график, 
😜 Молодой, активный, позитивный коллектив! 
 
☎ Телефоны для связи: 
8 (927) 656-81-92 
8 (927) 692-38-00 
 
📝 Заполни анкету прямо сейчас: https://docs.google.com/forms/d/e/1FAIpQLSce6OaXQN0zwLHNl3oNJJPy4fWYd7Lf_lX6uQAZeXofQ7jIAg/viewform?pli=1",jobnovokuybyshevsk,1709816400
145,"Требуется: Водитель-экспедитор 
 
Требования: 
- Водительский стаж от 1 года, категория В. 
- Ответственность, исполнительность, вежливость. 
- Умение работать с сопроводительной документацией. 
 
Условия: 
 
- Доставка бутилированной воды 19 литров; 
- ЗП сдельная (два раза в месяц); 
- Работа на автомобиле работодателя. 
- Испытательный срок 1 месяц. 
- График 2/2, с 08-00 до 20-00 
- Зарплата сдельная от 45 000 руб. 
 
(два раза в месяц); 
 
Все вопросы и запись на собеседование по телефону: +7 (987) 912-91-94",jobnovokuybyshevsk,1709818200
146,"Hа постоянную рабoту в пункт выдачи зaказoв Wildberries срочно трeбуетcя сотрудник!!! 
Требования: внимательность, ответственность, умение общаться с клиентами. 
Обязанности: приём товара, выдача заказов клиентам, оформление возвратов, поддержание пвз в чистоте. 
График : 2/2 
с 10 до 21 
Вопросы по тел. +79277547996",jobnovokuybyshevsk,1709821800
147,,jobnovokuybyshevsk,1709881201
148,"🔴🟡🟢🔵
В магазин Детский Мир требуется: 
🔴🟡🟢🔵

-Старший менеджер по товару (на склад, находящ. в магазине. Тепло, уютно) на приём товара. Работа в программе SAP 
График 5/2 с 9:00 до 18:00. (обед в комнате отдыха со всеми условиями) 
Выходные: воскресенье/понедельник
З/п от 41000 руб
Трудоустройство официальное 

Обращаться в магазин ТЦ Сити Парк 3 этаж. 
С 10:00 до 22:00

Или по тел: 8-927-603-13-13 Наталья",jobnovokuybyshevsk,1709883000
149,"LikeSpa (на территории комплекса ""Волжские термы"") приглашает на вакансию Администратор SPA Центра. 
 
Обязанности: 
-Приглашение на услуги SPA салона гостей комплекса ""Волжские термы"" (активные продажи на территории комплекса). 
-Осуществление коммуникаций с гостями. 
-Запись клиентов на услуги SPA салона: массажи, фишпилинг, массажное кресло, др. 
-Уход за рыбками в аквариумах (обучаем всему, несложно, есть четкие инструкции). 
-Контроль чистоты помещений (сигналы клинерам и другим сотрудникам). 
-Заказ и приемка расходников. 
-Прием и проведение оплаты за услуги. 
 
Требования: 
-Клиентоориентированность 
-Коммуникабельность. -Аккуратность. -Доброжелательность. 
-Работа на результат. 
-Ответственность. 
-Честность. 
-Желание делать продажи, отсутствие страха коммуникаций. 
- Желание учиться и развиваться. 
 
Условия: 
-Работа на территории спа-комплекса Волжские термы. (Адрес: г. Новокуйбышевск, ул. Суворова, д. 2) 
-Высокий проходной поток людей. 
-Возможность обучиться навыкам продаж, увеличению уровня навыков коммуникаций и многому другому (развиваться). 
-Сменный график (4\2 по 8 часов). 
-Оплата: выход в смену + процент с выручки. 
-Уровень дохода 30000 - 50 000 рублей. 
-Красивое и удобное место работы. 
-Комфортная форма из качественных материалов (футболка + шорты). 
-Скидка сотрудника 50% на услуги SPA Салона!. 
-Бесплатное посещение центра ""Волжские термы"" для сотрудника SPA салона и его семьи до трёх раз в месяц. 
-Оформление по ТК РФ. 
-Белая зарплата. 
 
Контакты: 
89170165557 
( Viber, WhatsApp, TG @LikaSmr ) 
Анжелика, 
менеджер по подбору персонала.",jobnovokuybyshevsk,1709888400
150,"Требуется менеджер-консультант в мастерской по изготовлению памятников из камня в г. Новокуйбышевск по ул . Ворошилова 28 
Требования: женщина от 40 лет, коммуникабельность, вежливость, грамотная речь , умение общаться с клиентами 
Обязанности: консультирование клиентов, оформление документов, расчет. 
Зарплата: 20.000 + процент от продаж 
Тел:+7 927 722-18-82 Руслан. 
Все вопросы по телефону.",jobnovokuybyshevsk,1709890200
151,"Требуются уборщицы для уборки помещений, график работы 5/2 не полный рабочий день, 19 500т руб. т.8-927-008-20-38 т. 8-996-732-28-47",jobnovokuybyshevsk,1709893800
152,"Требуется оператор на мини- садовую самоходную косилку. 
График работы 5/2, с 08.00 до 17.00. 
Зарплата от 45 000т. руб. до 50 000т.руб. 
 
т.8-996-341-78-00 
т. 8-927-344-44-03 
т. 8-927-658-45-28",jobnovokuybyshevsk,1709897400
154,"Открыты вакансии в Бар Gellert: 
 
Бармен 
Барбек (Повар) 
 
Мы предлагаем: 
- стабильную заработную плату 
- гибкий график 
- возможность работать по 6 часов для учащихся 
- дружный коллектив 
- комфортные условия работы 
 
Мы ждём от тебя: 
- наличие сан. книжки или готовность её оформить 
- желание работать и зарабатывать, развиваться в нашей компании, повышать свой профессионализм 
 
Опыт работы не обязателен, но приветствуется. Оплачиваемое обучение в дружном коллективе. 
 
📞 Телефон для связи: +7(939) 870 8236 Артём 
 
Мы ждём именно тебя!",jobnovokuybyshevsk,1709899200
155,"Требуется активный и ответственный мангальщик-горячник. Чистоплотный с желанием и умением работать в команде! 
Обязанности:
- приготовление заготовок; 
- приготовление горячих блюд и блюд на мангале;
- поддержание рабочего места в чистоте. 
2300 рублей/ смена 
График 2/2 3/3 5/2
С 10:00 до 23:00
Остались вопросы ? Звони!
Телефон : 7(927)768-92-12 Елена",jobnovokuybyshevsk,1709901600
156,"Требуется: Водитель-экспедитор 
 
Требования: 
- Водительский стаж от 1 года, категория В. 
- Ответственность, исполнительность, вежливость. 
- Умение работать с сопроводительной документацией. 
 
Условия: 
 
- Доставка бутилированной воды 19 литров; 
- ЗП сдельная (два раза в месяц); 
- Работа на автомобиле работодателя. 
- Испытательный срок 1 месяц. 
- График 2/2, с 08-00 до 20-00 
- Зарплата сдельная от 45 000 руб. 
 
(два раза в месяц); 
 
Все вопросы и запись на собеседование по телефону: +7 (987) 912-91-94",jobnovokuybyshevsk,1709904600
157,"В строительную организацию требуются маляры пескоструйщики. График 5/2,з.п. сдельная-достойная. По всем вопросам обращаться по телефону 89871696025",jobnovokuybyshevsk,1709868600
158,"В подрядную организацию ООО ""Рассвет"" требуется тракторист на Бобкат 
График работы 5/2, два графика с 06.00 до 14.00, с 08.00 до 17.00. 
Зарплата от 45 000т. руб. до 50 000т.руб. 
 
т.8-996-341-78-00 
т. 8-927-344-44-03 
т. 8-927-658-45-28",jobnovokuybyshevsk,1709872200
160,"В пекарню ""Воскресенская"" требуется:

Помощник Пекаря.
График: 2/2, 3/3, с 18.00 - до 08.00
Оплата - 2000 рублей-выход
 
Телефон для справок: 
8 987 986 85 30",jobnovokuybyshevsk,1709706600
161,"Требуется водитель на газель. 
График работы 5/2. 
Зарплата 42 500т. руб. 
 
т.8-996-341-78-00 
т. 8-927-344-44-03 
т. 8-927-658-45-28",jobnovokuybyshevsk,1709875800
162,"В связи с расширением штата, в Автосервис с большим автомобильным трафиком требуется Автомеханик: 
- Стабильная заработная плата. 
- Новые, теплые боксы. 
- Новейшее оборудование. 
- Дружный коллектив. 
- Официальное трудоустройство. 
- Скидки в компании. 
- Выдача униформы. 
 
Подробная информация на собеседовании! 
📱 Тел. 8-937-659-35-35",jobnovokuybyshevsk,1709877600
163,"Производственное объединение ""Проминдустрия"" приглашает на работу сотрудника по специальности: ""Слесарь КИПиА""
Чтобы связаться с нами звоните по телефону 8 927 021 97 42
или пишите на почту chindinaam@po-promin.ru с понедельника по пятницу с 8.00 до 16.00",jobnovokuybyshevsk,1709632800
166,"На автомойку Кирова 14, требуются автомойщики и шиномонтажник, с опытом работы, без вредных привычек! По всем вопросам обращаться по номеру телефона 89677207140",jobnovokuybyshevsk,1709271000
167,"В связи с расширением штата, в Автосервис с большим автомобильным трафиком требуется Автомеханик: 
- Стабильная заработная плата. 
- Новые, теплые боксы. 
- Новейшее оборудование. 
- Дружный коллектив. 
- Официальное трудоустройство. 
- Скидки в компании. 
- Выдача униформы. 
 
Подробная информация на собеседовании! 
📱 Тел. 8-937-659-35-35",jobnovokuybyshevsk,1709272800
168,"В пекарню ""Воскресенская"" требуется: 
 
Помощник Пекаря.
График:2/2, 3/3, с 18.00 - до 08.00
Оплата - 2000 рублей-выход
 
Телефон для справок: 
8 987 986 85 30",jobnovokuybyshevsk,1709274600
169,"Требуются уборщицы для уборки помещений, график работы 5/2 не полный рабочий день, 19 500т руб. т.8-927-008-20-38 т. 8-996-732-28-47",jobnovokuybyshevsk,1709278200
170,"❗На постоянную работу требуются сотрудники на должность: 
🔹Менеджер по работе с клиентами 
🕘График работы 5/2 (сб, вс выходной)
💰Зп: оклад+бонусная часть (в среднем 35000р)
Опыт работы не требуется. Предоставляется обучение 2-3 дня (обучение оплачивается)
📌Находимся по адресу: ул. Дзержинского, 13
✏Все подробности в ЛС 
📞Или по телефону: 8 901 942 19 04 (звонить в будни с 09:00 до 18:00)",jobnovokuybyshevsk,1709281800
